,question,business,answer,similarity,execution_time_in_sec,human_rating
3784,What benefit do TR platinum members get just for having that card?  ?  How much off weekday B L or D?,Bacchanal Buffet,"A: $54
   B: $74
   C: $94
   D: Anything ... just let me in the freakin' buffet already

Be prepared to pay any of those prices at Bacchanal Buffet cause this is the current ""It"" buffet in Vegas.",0.7901721764923738,4.4935948848724365,
3785,What brand of champagne is served in the optional unlimited brunch package?,Bacchanal Buffet,And unlimited mimosas for brunch?,0.7974918782145591,4.3979671001434335,
3786,What brand of champagne is served in the optional unlimited brunch package?,Bacchanal Buffet,$75 for the buffet dinner and the unlimited drink package.,0.7966317886370715,4.3979671001434335,
3787,What brand of champagne is served in the optional unlimited brunch package?,Bacchanal Buffet,"We went for an early dinner and purchased their drink package which was well worth it as for only $15 was afforded unlimited wine, beer, and champagne and mimosa.",0.7917033409913223,4.3979671001434335,
3788,What brand of champagne is served in the optional unlimited brunch package?,Bacchanal Buffet,The brunch also includes unlimited mimosas which is fun.,0.7880049174294949,4.3979671001434335,
3789,What brand of champagne is served in the optional unlimited brunch package?,Bacchanal Buffet,You definitely get your money's worth - great food and unlimited champagne or mimosas for the brunch special!,0.7835093547819943,4.3979671001434335,
3790,What days and meals (lunch or dinner) is bone marrow served?,Bacchanal Buffet,Skip your previous meals and then come here for a late lunch or dinner.,0.7871925178658674,4.502562522888184,
3791,What days and meals (lunch or dinner) is bone marrow served?,Bacchanal Buffet,"the asian food is definitely for the china people, who usually eat chinese food for breakfast / lunch / dinner, and it was pretty mediocre.",0.7778642987899654,4.502562522888184,
3792,What days and meals (lunch or dinner) is bone marrow served?,Bacchanal Buffet,"It's really hard to eat 2 dinners, one breakfast and one lunch in 24 hrs.",0.7743725486656613,4.502562522888184,
3793,What days and meals (lunch or dinner) is bone marrow served?,Bacchanal Buffet,"Apperantly 3 pm is the time they change from lunch to dinner, so we paid for the lunch, but got to eat the dinner food!",0.7686550330244448,4.502562522888184,
3794,What days and meals (lunch or dinner) is bone marrow served?,Bacchanal Buffet,"($15 for breakfast, $25 for lunch and $35 for dinner) 

After dining here, all other buffets are shit.",0.7641177011292344,4.502562522888184,
3795,What days do they offer a brunch menu?,LAVO Italian Restaurant & Lounge,"So just know, if you dine here, that one app or salad and one entree are perfectly enough for two to share.",0.7797725587786992,1.6919326782226562,
3796,What days do they offer a brunch menu?,LAVO Italian Restaurant & Lounge,"Would love to go back, and I plan on sending guests to dine with you for Brunch for sure!",0.7791151818496265,1.6919326782226562,
3797,What days do they offer a brunch menu?,LAVO Italian Restaurant & Lounge,So what do you do during the dinner portion of the dinner?,0.7788617479322419,1.6919326782226562,
3798,What days do they offer a brunch menu?,LAVO Italian Restaurant & Lounge,Appetizers I always go with Calamari if its on the menu.,0.7770583419629896,1.6919326782226562,
3799,What days do they offer a brunch menu?,LAVO Italian Restaurant & Lounge,"The food there is amazing from the appetizers (suggest the pizza), soups (Minestrone is beyond words), entrees (you cannot go wrong here), and dessert (the zeppoli is amazing).",0.7734001677163036,1.6919326782226562,
3800,What days do you make beef ribs?,Little Miss BBQ,If you like beef Ribs come on Saturday.,0.8870582361720065,1.4659082889556885,
3801,What days do you make beef ribs?,Little Miss BBQ,If you miss out on the beef rib make sure you get some brisket for your beef fix and pork ribs will hit the spot.,0.8809394591640572,1.4659082889556885,
3802,What days do you make beef ribs?,Little Miss BBQ,If you're more of a ribs kind of person then you will still be blown away with either their pork spare ribs or beef ribs.,0.8491782432469196,1.4659082889556885,
3803,What days do you make beef ribs?,Little Miss BBQ,"Finally, make sure you go on the weekend and get the beef ribs, hands down some of the best ribs I have ever had.",0.8381934426618306,1.4659082889556885,
3804,What days do you make beef ribs?,Little Miss BBQ,The brisket was great but if you're not intimidated by a big bone do the beef ribs.,0.8374772512117313,1.4659082889556885,
3805,"What different items are served on the Fri-Sun ""Gourmet Dinner Buffet"" vs. the regular M-Th dinner buffet?",The Buffet at Bellagio,Only 18 of the 62 dishes that appear on the Bellagio Buffet Thanksgiving menu were served today at brunch.,0.8594414248588936,4.9066243171691895,
3806,"What different items are served on the Fri-Sun ""Gourmet Dinner Buffet"" vs. the regular M-Th dinner buffet?",The Buffet at Bellagio,"Price:
Breakfast: $18.99 (Mon-Fri/ 7am-11am
Lunch: $22.99 (11am-330pm)
Dinner: $33.99 (Mon-Thur 330-1000)
Gourmet dinner: $39.99 (Fri-Sat/330-1000)

Food:
Now like all buffets in Vegas, they love to prepare dishes from around the world.",0.8567639187981669,4.9066243171691895,
3807,"What different items are served on the Fri-Sun ""Gourmet Dinner Buffet"" vs. the regular M-Th dinner buffet?",The Buffet at Bellagio,Brunch price with two different meals (brunch and dinner) served while you are eating.,0.8383780693016101,4.9066243171691895,
3808,"What different items are served on the Fri-Sun ""Gourmet Dinner Buffet"" vs. the regular M-Th dinner buffet?",The Buffet at Bellagio,"And there are other prices for Chef's Table, Gourmet dinner, lunch, breakfast and weekend brunch.",0.8366560857402159,4.9066243171691895,
3809,"What different items are served on the Fri-Sun ""Gourmet Dinner Buffet"" vs. the regular M-Th dinner buffet?",The Buffet at Bellagio,"As an FYI, the price for the dinner buffet is $29.95 from Sunday-Thursday and their gourmet buffet (Fridays and Saturdays) is $36.95.",0.8276510352429406,4.9066243171691895,
3810,What do they have for weeday brunch? Same dishes? Like bone marrow etc?,Wicked Spoon,What buffet do you know that serves bone marrow?,0.8378224139546168,3.738139152526857,
3811,What do they have for weeday brunch? Same dishes? Like bone marrow etc?,Wicked Spoon,The do have somethings I have not seen at other buffets like bone marrow.,0.8267514768549542,3.738139152526857,
3812,What do they have for weeday brunch? Same dishes? Like bone marrow etc?,Wicked Spoon,The dishes were more contemporary like you'd see at a hip restaurant and much props for offering bone marrow.,0.8261970231266164,3.738139152526857,
3813,What do they have for weeday brunch? Same dishes? Like bone marrow etc?,Wicked Spoon,"Overall great buffet, but we came for brunch so didn't get to try the other exotic foods like bone marrow.",0.8239396462749732,3.738139152526857,
3814,What do they have for weeday brunch? Same dishes? Like bone marrow etc?,Wicked Spoon,"Here's some of the highlights and lowlights for the dinner buffet service:

The Good:

Cool that they have different kinds of stuff, like bone marrow, shrimp and grits, gazpacho, a good selection of charcuterie.",0.8224217889754164,3.738139152526857,
3815,"What does getting a ""TIP"" stamp on the receipt mean?",Bacchanal Buffet,Per person breakdown: $60 holiday price + $20 express lane + TIP because the cashier stares as you're signing and eyeing to see if you are tipping and the she STAMPS your receipt with big block letters that say TIP on top.,0.810634676358394,4.606816053390503,
3816,"What does getting a ""TIP"" stamp on the receipt mean?",Bacchanal Buffet,The time given to you on the ticket doesn't mean much.,0.7614654143792661,4.606816053390503,
3817,"What does getting a ""TIP"" stamp on the receipt mean?",Bacchanal Buffet,"What I found interesting is his receipt had ""TIP"" stamped on it in bold black ink, so I assume he left a tip on his card when he paid.",0.7540174917754865,4.606816053390503,
3818,"What does getting a ""TIP"" stamp on the receipt mean?",Bacchanal Buffet,"Most of the food have to wait on the line to get it, not recommended, 2  hours limited time when your receipt printed out.",0.7477630315205599,4.606816053390503,
3819,"What does getting a ""TIP"" stamp on the receipt mean?",Bacchanal Buffet,The receipt shows you what time you're supposed to come back to officially wait in that 130-170 minute line.,0.7439754237605415,4.606816053390503,
3820,What does it cost to park?,Westgate Las Vegas Resort & Casino,"It's pretty ridiculous, it would be comical if it didn't cost you 30 bucks a night.",0.7871708721031628,1.620920181274414,
3821,What does it cost to park?,Westgate Las Vegas Resort & Casino,This doesn't get the traffic like the casino's on the strip do and it doesn't get wild like that.,0.7713306468530196,1.620920181274414,
3822,What does it cost to park?,Westgate Las Vegas Resort & Casino,"This didn't happen to me, but the resort does make an effort to sell you on timeshares, and I can see where that could annoying.",0.7711950688644633,1.620920181274414,
3823,What does it cost to park?,Westgate Las Vegas Resort & Casino,What do you get for that fee?,0.7676558333772422,1.620920181274414,
3824,What does it cost to park?,Westgate Las Vegas Resort & Casino,The only thing it has going for it is the monorail so you can go spend your money and time somewhere else.,0.7667192866219993,1.620920181274414,
3825,What drinks are included in the drinks package? I mean the additional cost alcoholic drinks package?,The Buffet at Bellagio,"Sodas are included in the buffet price, but alcoholic drinks are unlimited for $8.",0.8392572780980381,2.5639491081237797,
3826,What drinks are included in the drinks package? I mean the additional cost alcoholic drinks package?,The Buffet at Bellagio,Normal drinks are included although I'm not sure if alcoholic drinks are included.,0.8323552025024551,2.5639491081237797,
3827,What drinks are included in the drinks package? I mean the additional cost alcoholic drinks package?,The Buffet at Bellagio,I mean paying $25 for lunch without alcoholic beverages is a lot.,0.8247626883848749,2.5639491081237797,
3828,What drinks are included in the drinks package? I mean the additional cost alcoholic drinks package?,The Buffet at Bellagio,"There is a full bar, but alcoholic beverages cost extra.",0.8207136785863798,2.5639491081237797,
3829,What drinks are included in the drinks package? I mean the additional cost alcoholic drinks package?,The Buffet at Bellagio,We also bought alcoholic drinks for 14.99 all you can drink and those were awful.,0.8178487424296312,2.5639491081237797,
3830,What exactly is the VIP purchase?  what do you get VIP that you don't get regular?  I ask because I have an opportuinity for a VIP groupon at $88 for two,Bacchanal Buffet,"If you're not willing to pay for the express line, I don't see how you afforded to come to Vegas in the first place.",0.9082518619748864,4.825132846832275,
3831,What exactly is the VIP purchase?  what do you get VIP that you don't get regular?  I ask because I have an opportuinity for a VIP groupon at $88 for two,Bacchanal Buffet,You get what you pay for and I certainly didn't get what I paid for.,0.900892298686205,4.825132846832275,
3832,What exactly is the VIP purchase?  what do you get VIP that you don't get regular?  I ask because I have an opportuinity for a VIP groupon at $88 for two,Bacchanal Buffet,"For this specific buffet, we had to pay an additional $25 each, for some reason (I' didn't pay, so I don't know what that was for).",0.8986674872492547,4.825132846832275,
3833,What exactly is the VIP purchase?  what do you get VIP that you don't get regular?  I ask because I have an opportuinity for a VIP groupon at $88 for two,Bacchanal Buffet,I wouldn't pay for this buffet; it's way overpriced for what you get now!,0.8969421561289052,4.825132846832275,
3834,What exactly is the VIP purchase?  what do you get VIP that you don't get regular?  I ask because I have an opportuinity for a VIP groupon at $88 for two,Bacchanal Buffet,But you have to be lucky because you dont know how long it would take to get to the front of the line to pay for it.,0.8952823883601484,4.825132846832275,
3835,What food is offered for Christmas buffet? Any seafood?,Studio B Buffet,This review is only for the weekend seafood buffet.,0.8331358782735131,1.8909785747528085,
3836,What food is offered for Christmas buffet? Any seafood?,Studio B Buffet,The food is typical buffet food.,0.8228184744094755,1.8909785747528085,
3837,What food is offered for Christmas buffet? Any seafood?,Studio B Buffet,valentine's weekend buffet special 10am-10pm seafood buffet for $29.,0.8213322076175498,1.8909785747528085,
3838,What food is offered for Christmas buffet? Any seafood?,Studio B Buffet,"However: the food is excellent for a buffet, the seafood fresh and plentiful.",0.8200843512033545,1.8909785747528085,
3839,What food is offered for Christmas buffet? Any seafood?,Studio B Buffet,"Mmmm buffet, seafood that is!!",0.8182055672124153,1.8909785747528085,
3840,What halal dishes do they serve?,Mon Ami Gabi,They serve complimentary bread and butter and some kind of salad that I can't exactly remember the ingredients.,0.7380860536172137,4.059561491012573,
3841,What halal dishes do they serve?,Mon Ami Gabi,"First let me begin by saying that I try to eat a mostly vegan diet, so the foods I ate here were not the steak or cheese dishes.",0.7359263130948424,4.059561491012573,
3842,What halal dishes do they serve?,Mon Ami Gabi,"Regardless, just don't overeat here and try to share dishes to get the most of what they offer!",0.7338601675162151,4.059561491012573,
3843,What halal dishes do they serve?,Mon Ami Gabi,"I had a hard time finding anything on the menu because I wanted to eat healthy, and even the fish dishes were all seared, and served with rich sauces.",0.7315539558401207,4.059561491012573,
3844,What halal dishes do they serve?,Mon Ami Gabi,"Why the hell would you try to order a calamari appetizer from a french restaurant without first looking at the menu, and then get mad that they don't serve calamari?",0.729835823605682,4.059561491012573,
3845,What happens after 9 pm the 1st Friday of the month?,Fremont Street Experience,The light shows start every hour 6 7 8 9 10 PM therefore try to get there right before the show time.,0.8028117038993761,1.4148755073547363,
3846,What happens after 9 pm the 1st Friday of the month?,Fremont Street Experience,We got there around 7 pm on a Friday night.,0.7860588438584261,1.4148755073547363,
3847,What happens after 9 pm the 1st Friday of the month?,Fremont Street Experience,This happened Saturday June 10th.,0.7821588593977499,1.4148755073547363,
3848,What happens after 9 pm the 1st Friday of the month?,Fremont Street Experience,"With 'performances' from 7 pm to midnight, on the hour, every day...it's hard to miss if you're hanging out on Fremont Street.",0.7745207515608052,1.4148755073547363,
3849,What happens after 9 pm the 1st Friday of the month?,Fremont Street Experience,"The shows last about six mins, and run every hour, beginning at sundown (between 6:00 p.m and 8:00 p.m.",0.7717425788456083,1.4148755073547363,
3850,What if someone goes that doesn't want to eat and just hangout while the rest of the party eats? Do they need to pay?,Gen Korean BBQ House,"Now this is common with other All You Can Eat places (like sushi), but if you want to eat without restrictions on how much to eat and for how long, stick to somewhere else.",0.8960972884400922,1.7125208377838137,
3851,What if someone goes that doesn't want to eat and just hangout while the rest of the party eats? Do they need to pay?,Gen Korean BBQ House,Why don't they just take it off the menu if you don't even serve it anymore?,0.8877757364539279,1.7125208377838137,
3852,What if someone goes that doesn't want to eat and just hangout while the rest of the party eats? Do they need to pay?,Gen Korean BBQ House,I don't usually do the all you can eat.,0.8865055264243489,1.7125208377838137,
3853,What if someone goes that doesn't want to eat and just hangout while the rest of the party eats? Do they need to pay?,Gen Korean BBQ House,Just make sure that you eat everything because they will charge you if you have too much left over stuff.,0.8845087821832087,1.7125208377838137,
3854,What if someone goes that doesn't want to eat and just hangout while the rest of the party eats? Do they need to pay?,Gen Korean BBQ House,This place gets really crowded and you might have to wait from 30mins to 2 hours and they don't sit you unless your party is all there.,0.8815831835878953,1.7125208377838137,
3855,What is a great restaurant to try in Las Vegas?,The Buffet at Bellagio,This is definitely one of the better buffets in Las Vegas.,0.8570194392396457,2.5190210342407227,
3856,What is a great restaurant to try in Las Vegas?,The Buffet at Bellagio,It's the best of any restaurant in Vegas.,0.8511085416811951,2.5190210342407227,
3857,What is a great restaurant to try in Las Vegas?,The Buffet at Bellagio,It was good but not Las Vegas fabulous.,0.8359049563914602,2.5190210342407227,
3858,What is a great restaurant to try in Las Vegas?,The Buffet at Bellagio,Yummmmmmmmm.This buffet is one of the best in Las Vegas.,0.8349349423954435,2.5190210342407227,
3859,What is a great restaurant to try in Las Vegas?,The Buffet at Bellagio,This is the best place I ate in Las Vegas.,0.8332799056118846,2.5190210342407227,
3860,What is buffet of buffets?,Bacchanal Buffet,This is the buffet of all buffets.,0.932524843323438,4.573093891143799,3.0
3861,What is buffet of buffets?,Bacchanal Buffet,Truly the buffet of buffets!,0.916585552836763,4.573093891143799,3.0
3862,What is buffet of buffets?,Bacchanal Buffet,The buffet of all buffets!,0.9083844752349988,4.573093891143799,3.0
3863,What is buffet of buffets?,Bacchanal Buffet,The buffet of all buffets !,0.9083844752349988,4.573093891143799,3.0
3864,What is buffet of buffets?,Bacchanal Buffet,Bacchanal is the buffets of all buffets.,0.8936269291013318,4.573093891143799,3.0
3865,What is included in chefs tasting?,STK Las Vegas,The coolest part about STK is going to the kitchen and seeing the chef's line with their amazing view.,0.7037660420076444,1.594099760055542,
3866,What is included in chefs tasting?,STK Las Vegas,The Mac and cheese were completely burned tasting and the lobster wasn't as juicy tasting.,0.6926191419818493,1.594099760055542,
3867,What is included in chefs tasting?,STK Las Vegas,"Being An OMG experience), the wine, entrees (my sea bass was wonderful and healthy.. Haha), the wine, or desserts or was it the wine?",0.6911348064846607,1.594099760055542,
3868,What is included in chefs tasting?,STK Las Vegas,"The wine list is extraordinary 
This was one of the best meals ever!!",0.6898452897624753,1.594099760055542,
3869,What is included in chefs tasting?,STK Las Vegas,It was really blan tasting.,0.6881031151926819,1.594099760055542,
3870,What is showing in your cinema?,"South Point Hotel, Casino & Spa","If you're looking for an all-in-one location, this is your place.",0.7475847930370554,1.574087142944336,
3871,What is showing in your cinema?,"South Point Hotel, Casino & Spa","My problem is....What's the point in putting the ""Do Not Disturb"" sign on the door if they'll just come in anyways?",0.7449815754388447,1.574087142944336,
3872,What is showing in your cinema?,"South Point Hotel, Casino & Spa",The toiletries are kind of cheap IMO so I suggest bringing your own if that's important to you.,0.7355474511705381,1.574087142944336,
3873,What is showing in your cinema?,"South Point Hotel, Casino & Spa","The nice thing about South Point is that it is, in my most humble Yelpinion, the best hotel in Vegas if you are taking the kids!",0.7345030534278933,1.574087142944336,
3874,What is showing in your cinema?,"South Point Hotel, Casino & Spa",But this is the part of your job.,0.7318486676183531,1.574087142944336,
3875,What is the BEST thing on the menu? Thanks!!,Little Miss BBQ,"To be honest, It's the BEST thing on the menu.",0.8638937873758091,1.4715821743011477,
3876,What is the BEST thing on the menu? Thanks!!,Little Miss BBQ,Everything on the menu is great.,0.7601549317620973,1.4715821743011477,
3877,What is the BEST thing on the menu? Thanks!!,Little Miss BBQ,Everything on the menu is so good!,0.7592118933206027,1.4715821743011477,
3878,What is the BEST thing on the menu? Thanks!!,Little Miss BBQ,"Otherwise, there isn't a single thing on their menu that isn't outstanding.",0.7566346848626971,1.4715821743011477,
3879,What is the BEST thing on the menu? Thanks!!,Little Miss BBQ,Everything on the menu is good.,0.7477210980162974,1.4715821743011477,
3880,What is the best way to get to the Linq from the airport? Do they have a shuttle?,The LINQ Hotel & Casino,One thing I've learned with Las Vegas hotels is that you get the best deal if you book directly through the hotel or the players club they are part of (TotalRewards for the Linq).,0.8459064535761682,1.8524353504180908,
3881,What is the best way to get to the Linq from the airport? Do they have a shuttle?,The LINQ Hotel & Casino,"We did however, have to go to the Harrah's bus pick up for the shuttle to the airport on the day of departure.",0.8412160292470423,1.8524353504180908,
3882,What is the best way to get to the Linq from the airport? Do they have a shuttle?,The LINQ Hotel & Casino,The shuttle driver from airport said that some drivers would just drop folks off at Harrah's and not even mess with trying to get into Linq but this driver did make the journey into Linq's drop off.,0.8411406007548591,1.8524353504180908,
3883,What is the best way to get to the Linq from the airport? Do they have a shuttle?,The LINQ Hotel & Casino,"Will not stay here again,  oh and the shuttle you get two for one from airport to hotel took over an hour to pick up and deliver us to our location",0.8399695939553189,1.8524353504180908,
3884,What is the best way to get to the Linq from the airport? Do they have a shuttle?,The LINQ Hotel & Casino,That is probably the worst thing that can happen as you assume that a hotel on The Strip would have a little more class and respect for their paying guests.,0.8371594353082471,1.8524353504180908,
3885,What is the biggest difference between the early bird dinner (3pm-5:00) and regular?,Bacchanal Buffet,There isn't a huge amount of difference in food between lunch and dinner.,0.7929105647092691,6.769179582595825,
3886,What is the biggest difference between the early bird dinner (3pm-5:00) and regular?,Bacchanal Buffet,What was different is that your pay first for the dinner and then eat.,0.7788561859872769,6.769179582595825,
3887,What is the biggest difference between the early bird dinner (3pm-5:00) and regular?,Bacchanal Buffet,The difference between lunch and dinner was so small that I really had to sift through all the buffet lines to figure out what's new.,0.7777932557395292,6.769179582595825,
3888,What is the biggest difference between the early bird dinner (3pm-5:00) and regular?,Bacchanal Buffet,The only thing that changes at dinner time is the price.,0.7747352876862801,6.769179582595825,
3889,What is the biggest difference between the early bird dinner (3pm-5:00) and regular?,Bacchanal Buffet,The great thing about coming around this time is that you get both lunch and dinner.,0.7745502596194687,6.769179582595825,
3890,What is the concession fee for that's listed at the bottom of the menu?,HEXX kitchen + bar,"*CNF fees, not listed anywhere else but apparently is a Concessions and Franchise fee that is included with this restaurant.",0.8392199318635052,1.367809534072876,
3891,What is the concession fee for that's listed at the bottom of the menu?,HEXX kitchen + bar,The only draw back because of the location is the price and sort of small menu.,0.8321070512323253,1.367809534072876,
3892,What is the concession fee for that's listed at the bottom of the menu?,HEXX kitchen + bar,"The brunch in general was definitely not worth the price, but it's on the pricier side because of the location of course.",0.8142333752571504,1.367809534072876,
3893,What is the concession fee for that's listed at the bottom of the menu?,HEXX kitchen + bar,The menu is limited and the food wasn't all that impressive.,0.7907157410683789,1.367809534072876,
3894,What is the concession fee for that's listed at the bottom of the menu?,HEXX kitchen + bar,The food is delicious and it is located right in the middle of the strip.,0.7906396525334382,1.367809534072876,
3895,What is the corkage policy?,Eiffel Tower,What kind of response is that?,0.7738100432116687,1.6786866188049316,
3896,What is the corkage policy?,Eiffel Tower,This one is not it.,0.7529779310260692,1.6786866188049316,
3897,What is the corkage policy?,Eiffel Tower,The only good thing is the souffl̩,0.7278856614526334,1.6786866188049316,
3898,What is the corkage policy?,Eiffel Tower,This is obviously for what you're paying.,0.7274498493755022,1.6786866188049316,
3899,What is the corkage policy?,Eiffel Tower,"So that leaves the issue of price, and you have to go in with the attitude that price is not an issue.",0.7273522057032679,1.6786866188049316,
3900,What is the difference between Friday dinner and Thursday dinner? Why Friday dinner costs more?,Bacchanal Buffet,Not worth the $60/person dinner since the dinner options didn't offer much of a difference from lunch.,0.817424160093673,4.592865467071533,4.0
3901,What is the difference between Friday dinner and Thursday dinner? Why Friday dinner costs more?,Bacchanal Buffet,My little tip for going to for dinner without paying the dinner price is to go just a little bit before 3pm (when their lunch ends & dinner starts) and pay the lunch price.,0.8171395657681514,4.592865467071533,2.0
3902,What is the difference between Friday dinner and Thursday dinner? Why Friday dinner costs more?,Bacchanal Buffet,"We went for a Thursday morning-lunch meal, and also for Friday dinner.",0.8143179900973948,4.592865467071533,1.0
3903,What is the difference between Friday dinner and Thursday dinner? Why Friday dinner costs more?,Bacchanal Buffet,"Apperantly 3 pm is the time they change from lunch to dinner, so we paid for the lunch, but got to eat the dinner food!",0.8092625126142932,4.592865467071533,2.0
3904,What is the difference between Friday dinner and Thursday dinner? Why Friday dinner costs more?,Bacchanal Buffet,It's a splurge; it cost about $65 a person for dinner on a Sunday.,0.8084382934661108,4.592865467071533,2.0
3905,What is the difference between the weekday and weekend dinner?,Wicked Spoon,"And best of all, it's only $38 for weekday dinner!",0.8037263067615849,3.899458646774292,
3906,What is the difference between the weekday and weekend dinner?,Wicked Spoon,"I came on a weekday and price was $38 a person for dinner, but here's a secret trick: come on a weekend around 2pm to get brunch, and at 3pm they change the food to dinner items.",0.7925541438462991,3.899458646774292,
3907,What is the difference between the weekday and weekend dinner?,Wicked Spoon,"It was $22 for brunch (on a weekday), which is served everyday of the week.",0.7889161619141933,3.899458646774292,
3908,What is the difference between the weekday and weekend dinner?,Wicked Spoon,The weekday brunch seemed to be the best deal (around $17 or $19 at the time?,0.7888902295663336,3.899458646774292,
3909,What is the difference between the weekday and weekend dinner?,Wicked Spoon,"This review is for the weekday (Friday) brunch only.. so with that said I wasn't expecting it to be as fantastic as a weekend brunch or dinner, for that matter.",0.7809870763852881,3.899458646774292,
3910,What is the difference between weekday dinner and weekend dinner besides the price?,Wicked Spoon,"I came on a weekday and price was $38 a person for dinner, but here's a secret trick: come on a weekend around 2pm to get brunch, and at 3pm they change the food to dinner items.",0.8298733691244645,3.727452754974365,
3911,What is the difference between weekday dinner and weekend dinner besides the price?,Wicked Spoon,The champagne brunch is a good deal since the price different is only $7 from the regular brunch price.,0.8165154775160658,3.727452754974365,
3912,What is the difference between weekday dinner and weekend dinner besides the price?,Wicked Spoon,This buffet is definitely not worth the price: $49/person for dinner.,0.8149977063569761,3.727452754974365,
3913,What is the difference between weekday dinner and weekend dinner besides the price?,Wicked Spoon,"This constitutes as weekday lunch, and prices get jacked up dinner and on the weekends.",0.8133662458063969,3.727452754974365,
3914,What is the difference between weekday dinner and weekend dinner besides the price?,Wicked Spoon,I honestly think that for the price (weekday brunch $27.00) it is the best buffet in town.,0.8129431482041565,3.727452754974365,
3915,What is the difference between weekdays and weekend dinner?,Bacchanal Buffet,Sucks that the price difference between weekday and weekend dinner is only a few bucks.,0.8279803799077804,4.541051864624023,
3916,What is the difference between weekdays and weekend dinner?,Bacchanal Buffet,There isn't a huge amount of difference in food between lunch and dinner.,0.7918640505675965,4.541051864624023,
3917,What is the difference between weekdays and weekend dinner?,Bacchanal Buffet,"The weekday dinner is now $45, not $35.",0.7892273031520332,4.541051864624023,
3918,What is the difference between weekdays and weekend dinner?,Bacchanal Buffet,"I'm not sure what the difference between lunch and dinner is, but def come to the dinner.",0.7863135789895961,4.541051864624023,
3919,What is the difference between weekdays and weekend dinner?,Bacchanal Buffet,Oh....there is a big price difference between breakfast and lunch.,0.7608559768933228,4.541051864624023,
3920,What is the difference between weekdays and weekends dinner?,Wicked Spoon,"FYI brunch is $26 on weekdays, but $34/person on weekends.",0.7875073062947128,3.888593912124634,
3921,What is the difference between weekdays and weekends dinner?,Wicked Spoon,"The weekend brunch costs $30, but weekdays it's a steal at $22.",0.7773935676912351,3.888593912124634,
3922,What is the difference between weekdays and weekends dinner?,Wicked Spoon,They call it brunch on the weekdays and so there was still breakfast at 2.,0.7566683838644789,3.888593912124634,
3923,What is the difference between weekdays and weekends dinner?,Wicked Spoon,"And best of all, it's only $38 for weekday dinner!",0.7559815413893436,3.888593912124634,
3924,What is the difference between weekdays and weekends dinner?,Wicked Spoon,$41.00 for dinner on the weekends.,0.7536996133065493,3.888593912124634,
3925,What is the differences between week day dinner and weekend dinner? In particular the food offering difference,Bacchanal Buffet,There isn't a huge amount of difference in food between lunch and dinner.,0.8366583382398891,4.4908998012542725,
3926,What is the differences between week day dinner and weekend dinner? In particular the food offering difference,Bacchanal Buffet,Sucks that the price difference between weekday and weekend dinner is only a few bucks.,0.8052267989478076,4.4908998012542725,
3927,What is the differences between week day dinner and weekend dinner? In particular the food offering difference,Bacchanal Buffet,"One thing to note is that (as a maximizer) it was hard for me to decide whether to visit Bacchanal for Sunday brunch, or weekend dinner in order to get the best impression and selection of food.",0.7999107924426221,4.4908998012542725,
3928,What is the differences between week day dinner and weekend dinner? In particular the food offering difference,Bacchanal Buffet,There are price and time difference for lunch and dinner time.,0.7955086620810523,4.4908998012542725,
3929,What is the differences between week day dinner and weekend dinner? In particular the food offering difference,Bacchanal Buffet,"In the video, you will see both the brunch food and the dinner food that they brought out.",0.7889293528818808,4.4908998012542725,
3930,What is the dinner pricing for this upcoming Easter weekend?,The Buffet at Bellagio,This review is for their weekend dinner.,0.8281406636067866,2.559387683868408,
3931,What is the dinner pricing for this upcoming Easter weekend?,The Buffet at Bellagio,It was about $51 a person for the holiday dinner this past weekend.,0.8182671270269573,2.559387683868408,
3932,What is the dinner pricing for this upcoming Easter weekend?,The Buffet at Bellagio,Just not what I expected for paying $55 a person for dinner (holiday special price).,0.7834295592321499,2.559387683868408,
3933,What is the dinner pricing for this upcoming Easter weekend?,The Buffet at Bellagio,"It was already holiday pricing, so dinner was $44.95 (regularly $36.99 USD) on a weeknight.",0.7828966868573755,2.559387683868408,
3934,What is the dinner pricing for this upcoming Easter weekend?,The Buffet at Bellagio,$48 for holiday dinner pricing.,0.7807624243263092,2.559387683868408,
3935,What is the estimated wait time on Thanksgiving?,Wicked Spoon,(This was probably due to the 2.5 hour wait in line on Thanksgiving.),0.8544889310858391,3.838247537612915,
3936,What is the estimated wait time on Thanksgiving?,Wicked Spoon,TLDR: Thanksgiving special is not worth the wait and money.,0.8318335037606687,3.838247537612915,
3937,What is the estimated wait time on Thanksgiving?,Wicked Spoon,The wait time is a bit long on the weekend and it's worth it!,0.8184428806278122,3.838247537612915,
3938,What is the estimated wait time on Thanksgiving?,Wicked Spoon,Just the wait time is awful.,0.8042218221518892,3.838247537612915,
3939,What is the estimated wait time on Thanksgiving?,Wicked Spoon,"Normally, I would not wait three hours for buffet but Thanksgiving night is different and we stood in line.",0.8007526041184108,3.838247537612915,
3940,What is the price for dinner on Thanksgiving Day and on Black Friday this year? Will the menu be available on the website?,Bacchanal Buffet,"Just a forewarning, this review is specifically for the breakfast buffet on a week day.",0.84671773803879,4.447613716125488,
3941,What is the price for dinner on Thanksgiving Day and on Black Friday this year? Will the menu be available on the website?,Bacchanal Buffet,The best thing about this buffet was that mimosas are included in the $45 price (for Sunday brunch.),0.8272655459576258,4.447613716125488,
